Id,Predicted
5718,1.000000
6104,1.000000
5229,0.000000
5963,1.000000
5206,1.000000
6625,0.000000
4990,1.000000
6641,1.000000
5369,1.000000
6196,1.000000
5236,1.000000
5719,1.000000
5643,1.000000
7050,0.000000
6355,1.000000
6688,1.000000
6239,0.000000
5531,0.000000
6113,0.000000
7181,1.000000
6118,1.000000
7264,1.000000
5343,1.000000
5051,1.000000
5779,1.000000
6605,0.000000
6655,1.000000
6534,1.000000
5681,1.000000
6607,1.000000
6242,1.000000
7242,1.000000
7277,1.000000
6675,1.000000
5398,0.000000
5956,0.941159
5731,1.000000
6437,0.000000
6956,1.000000
5447,0.000000
5973,1.000000
6075,0.000000
5281,1.000000
5103,1.000000
6468,1.000000
7209,1.000000
5584,1.000000
4988,0.000000
4962,0.000000
5651,1.000000
6502,0.000000
5862,1.000000
7199,0.000000
6727,1.000000
7279,1.000000
6544,1.000000
5933,1.000000
6574,1.000000
6399,0.000000
7187,1.000000
6353,0.000000
5043,1.000000
5469,0.000000
5976,1.000000
6059,1.000000
5799,1.000000
6147,1.000000
6254,1.000000
7100,1.000000
7147,0.000000
7037,1.000000
5909,0.000000
5782,1.000000
6237,0.000000
6552,1.000000
7067,1.000000
5320,0.000000
5930,1.000000
6486,0.000000
5245,1.000000
6643,1.000000
5260,1.000000
5569,0.000000
7110,0.000000
7139,1.000000
6791,0.000000
5360,1.000000
5287,1.000000
6553,0.000000
7072,1.000000
6044,1.000000
5332,1.000000
6866,1.000000
6633,1.000000
6926,1.000000
6442,1.000000
5889,0.999996
5765,1.000000
5124,0.000000
5491,0.000000
6730,0.000000
7151,1.000000
5140,0.000000
7171,1.000000
6568,1.000000
6861,1.000000
6855,1.000000
7129,1.000000
5384,1.000000
6859,1.000000
5772,1.000000
5665,1.000000
6495,1.000000
5061,1.000000
6948,1.000000
5773,0.000000
6052,1.000000
6682,0.000000
6083,0.000000
6962,1.000000
5158,1.000000
6464,1.000000
5172,1.000000
5582,1.000000
6508,1.000000
4968,1.000000
6136,0.000000
6235,1.000000
6632,1.000000
7195,1.000000
5525,1.000000
6320,1.000000
6766,1.000000
6872,1.000000
5906,1.000000
7172,1.000000
6571,1.000000
5616,1.000000
6470,1.000000
6312,1.000000
5147,1.000000
5501,1.000000
6436,1.000000
5699,1.000000
5313,1.000000
6234,1.000000
6569,1.000000
7202,1.000000
5683,0.000000
5034,1.000000
5435,1.000000
5815,1.000000
5589,0.000000
6746,1.000000
6790,0.000000
6857,1.000000
6450,1.000000
7221,0.000000
5527,1.000000
5620,1.000000
7167,1.000000
6215,1.000000
5823,1.000000
6207,1.000000
6932,1.000000
5669,1.000000
5154,1.000000
7168,1.000000
5585,0.000000
6539,1.000000
7200,1.000000
5015,0.000000
5042,1.000000
5774,0.000000
6357,1.000000
5354,1.000000
6054,0.000000
7295,1.000000
5365,0.000000
6755,1.000000
5991,1.000000
7035,1.000000
5893,1.000000
7164,1.000000
5304,1.000000
5561,1.000000
5520,1.000000
5241,0.000000
7096,0.000000
6078,1.000000
5046,0.000000
5334,1.000000
6969,1.000000
6821,0.000000
5760,1.000000
5614,1.000000
7091,1.000000
5698,1.000000
5169,1.000000
7294,1.000000
5318,0.000000
5368,1.000000
6923,1.000000
5463,0.000000
5265,1.000000
6321,1.000000
5226,0.000000
6868,1.000000
4967,1.000000
5293,1.000000
5865,1.000000
5841,1.000000
5526,1.000000
6852,1.000000
6469,1.000000
6168,1.000000
7292,0.000000
5036,0.000000
5644,0.000000
6856,1.000000
5428,1.000000
5027,1.000000
4989,1.000000
5221,1.000000
6402,1.000000
5346,1.000000
6748,1.000000
