"","client_id","birth_number","district_id","gender"
"203",215,670924,71,"Male"
"204",216,600130,1,"Male"
"205",217,746222,59,"Female"
"206",218,805123,1,"Female"
"207",219,645402,60,"Female"
"208",221,775225,21,"Female"
"209",222,725629,47,"Female"
"210",223,525227,43,"Female"
"211",224,550511,77,"Male"
"212",225,360510,32,"Male"
"213",226,420616,1,"Male"
"214",227,266218,52,"Female"
"215",228,565316,48,"Female"
"216",229,690722,76,"Male"
"217",230,675310,74,"Female"
"218",231,410218,41,"Male"
"219",232,215617,55,"Female"
"220",233,586203,69,"Female"
"221",234,550621,69,"Male"
"222",235,435828,44,"Female"
"223",236,610901,70,"Male"
"224",237,695222,70,"Female"
"225",238,616128,6,"Female"
"226",239,745910,1,"Female"
"227",240,295617,34,"Female"
"228",241,590123,70,"Male"
"229",242,615801,17,"Female"
"230",243,540210,63,"Male"
"231",246,706228,67,"Female"
"232",247,570508,1,"Male"
"233",248,696212,61,"Female"
"234",249,700505,61,"Male"
"235",250,796125,8,"Female"
"236",251,765303,54,"Female"
"237",252,695901,37,"Female"
"238",253,475512,48,"Female"
"239",254,630530,28,"Male"
"240",255,516011,27,"Female"
"241",256,635227,73,"Female"
"242",257,426104,22,"Female"
"243",258,370531,22,"Male"
"244",259,660608,31,"Male"
"245",260,625224,31,"Female"
"246",261,376207,38,"Female"
"247",262,451125,77,"Male"
"248",263,620520,68,"Male"
"249",264,780822,28,"Male"
"250",265,335107,72,"Female"
"251",266,675828,19,"Female"
"252",267,670612,37,"Male"
"253",268,825502,39,"Female"
"254",269,236203,15,"Female"
"255",270,470308,46,"Male"
"256",271,455727,46,"Female"
"257",272,446025,70,"Female"
"258",273,725515,27,"Female"
"259",274,706125,17,"Female"
"260",275,186112,1,"Female"
"261",276,570611,1,"Male"
"262",277,616128,1,"Female"
"263",278,726227,22,"Female"
"264",279,700516,22,"Male"
"265",280,696218,45,"Female"
"266",282,385224,73,"Female"
"267",283,331104,73,"Male"
"268",284,740806,10,"Male"
"269",285,540603,72,"Male"
"270",286,525418,72,"Female"
"271",287,800909,50,"Male"
"272",288,620421,6,"Male"
"273",289,580327,54,"Male"
"274",290,590112,72,"Male"
"275",291,555427,72,"Female"
"276",292,585906,15,"Female"
"277",293,430927,69,"Male"
"278",294,680321,58,"Male"
"279",295,390327,12,"Male"
"280",296,740301,65,"Male"
"281",297,245315,65,"Female"
"282",298,210613,65,"Male"
"283",300,575730,1,"Female"
"284",301,420110,28,"Male"
"285",302,710223,56,"Male"
"286",303,460506,74,"Male"
"287",304,345311,19,"Female"
"288",305,380608,46,"Male"
"289",308,765612,68,"Female"
"290",309,696214,37,"Female"
"291",310,500416,11,"Male"
"292",311,305916,64,"Female"
"293",312,240703,2,"Male"
"294",313,425511,24,"Female"
"295",314,450322,24,"Male"
"296",315,670501,54,"Male"
"297",316,550428,75,"Male"
"298",317,576006,64,"Female"
"299",318,435402,15,"Female"
"300",319,295404,19,"Female"
"301",320,341112,19,"Male"
"302",321,436024,47,"Female"
"303",322,330201,38,"Male"
"304",323,385404,38,"Female"
"305",324,601203,3,"Female"
"306",325,600221,3,"Male"
"307",326,675918,27,"Female"
"308",327,681013,27,"Male"
"309",328,185124,1,"Female"
"310",329,641203,11,"Female"
"311",330,445805,65,"Female"
"312",331,420302,1,"Male"
"313",332,780725,29,"Male"
"314",333,711019,38,"Male"
"315",334,691031,32,"Male"
"316",335,675722,73,"Female"
"317",336,645211,39,"Female"
"318",337,570508,39,"Male"
"319",338,515619,8,"Female"
"320",339,660730,1,"Male"
"321",340,705819,1,"Female"
"322",341,770316,69,"Male"
"323",342,725630,69,"Female"
"324",343,191119,44,"Male"
"325",344,635716,54,"Female"
"326",345,531207,17,"Female"
"327",346,606102,17,"Female"
"328",347,591213,71,"Female"
"329",348,535124,71,"Female"
"330",349,275527,39,"Female"
"331",350,255402,25,"Female"
"332",351,730501,1,"Male"
"333",352,400827,56,"Male"
"334",353,651026,7,"Male"
"335",354,225427,49,"Female"
"336",355,300531,49,"Male"
"337",356,796207,1,"Female"
"338",357,790330,1,"Male"
"339",358,595626,7,"Female"
"340",359,700216,66,"Male"
"341",360,430427,49,"Male"
"342",361,775525,74,"Female"
"343",362,505427,35,"Female"
"344",363,420701,35,"Male"
"345",364,426205,54,"Female"
"346",365,300109,1,"Male"
"347",366,366110,1,"Female"
"348",367,635903,60,"Female"
"349",368,681014,60,"Male"
"350",369,306106,7,"Female"
"351",370,565105,71,"Female"
"352",371,420716,4,"Male"
"353",372,320403,34,"Male"
"354",373,360228,16,"Male"
"355",374,670614,26,"Male"
"356",375,695929,61,"Female"
"357",376,735108,14,"Female"
"358",378,780515,50,"Male"
"359",379,836013,50,"Female"
"360",380,730119,41,"Male"
"361",381,775126,73,"Female"
"362",382,780630,73,"Male"
"363",383,395517,15,"Female"
"364",384,351008,15,"Male"
"365",385,480324,45,"Male"
"366",386,800821,62,"Male"
"367",387,270606,76,"Male"
"368",388,506030,36,"Female"
"369",389,745630,47,"Female"
"370",390,775127,47,"Female"
"371",391,335522,47,"Female"
"372",392,505401,74,"Female"
"373",393,560831,74,"Male"
"374",394,245518,52,"Female"
"375",395,190705,52,"Male"
"376",396,200502,1,"Male"
"377",397,300327,75,"Male"
"378",398,255326,61,"Female"
"379",399,520414,45,"Male"
"380",400,331227,1,"Female"
"381",401,286119,1,"Female"
"382",402,431225,3,"Female"
"383",403,735526,42,"Female"
"384",404,670420,42,"Male"
"385",405,346019,65,"Female"
"386",406,770515,36,"Male"
"387",407,755527,73,"Female"
"388",408,785222,35,"Female"
"389",409,250618,74,"Male"
"390",410,621220,62,"Female"
"391",411,415414,17,"Female"
"392",412,440417,17,"Male"
"393",413,726118,49,"Female"
"394",414,476019,46,"Female"
"395",415,450401,46,"Male"
"396",416,326007,1,"Female"
"397",417,300610,1,"Male"
"398",418,661013,28,"Male"
"399",419,706007,64,"Female"
"400",420,780313,18,"Male"
"401",421,650731,54,"Male"
"402",422,461207,69,"Female"
"403",423,570623,37,"Male"
"404",424,471008,1,"Male"
"405",425,480212,25,"Male"
"406",426,370601,72,"Male"
"407",427,415914,72,"Female"
"408",428,196116,47,"Female"
"409",429,815120,50,"Female"
"410",430,200728,39,"Male"
"411",431,276001,24,"Female"
"412",432,525326,59,"Female"
"413",433,550207,62,"Male"
"414",434,435130,70,"Female"
"415",435,671023,20,"Male"
"416",436,550615,2,"Male"
"417",437,205117,11,"Female"
"418",438,380928,32,"Male"
"419",439,685912,51,"Female"
"420",440,705707,15,"Female"
"421",441,590914,1,"Male"
"422",442,716216,1,"Female"
"423",443,711220,1,"Female"
"424",444,605801,74,"Female"
"425",445,475427,1,"Female"
"426",446,520319,1,"Male"
"427",447,460904,23,"Male"
"428",448,705815,77,"Female"
"429",450,531127,25,"Male"
"430",451,790414,12,"Male"
"431",452,536022,55,"Female"
"432",453,690716,67,"Male"
"433",454,495615,38,"Female"
"434",455,200726,68,"Male"
"435",456,400228,25,"Male"
"436",457,500926,70,"Male"
"437",458,610724,68,"Male"
"438",459,675723,32,"Female"
"439",461,705813,68,"Female"
"440",462,701221,14,"Female"
"441",463,440405,38,"Male"
"442",464,595730,24,"Female"
"443",465,520901,5,"Male"
"444",466,476119,1,"Female"
"445",467,500417,1,"Male"
"446",468,590427,72,"Male"
"447",469,706013,59,"Female"
"448",470,545421,30,"Female"
"449",471,770111,44,"Male"
"450",472,811227,36,"Female"
"451",473,395925,1,"Female"
"452",474,490531,46,"Male"
"453",476,475601,1,"Female"
"454",477,540720,1,"Male"
"455",478,780621,21,"Male"
"456",479,470820,11,"Male"
"457",480,465124,11,"Female"
"458",481,270122,69,"Male"
"459",482,345122,69,"Female"
"460",483,440619,1,"Male"
"461",484,595913,28,"Female"
"462",485,780516,32,"Male"
"463",486,440412,68,"Male"
"464",487,225401,1,"Female"
"465",488,170802,1,"Male"
"466",489,401007,41,"Male"
"467",490,501023,55,"Male"
"468",491,660805,63,"Male"
"469",492,351026,72,"Male"
"470",493,425604,41,"Female"
"471",494,800519,1,"Male"
"472",495,375407,49,"Female"
"473",496,515521,70,"Female"
"474",497,530202,74,"Male"
"475",498,485115,74,"Female"
"476",499,355708,18,"Female"
"477",500,710106,1,"Male"
"478",501,371028,62,"Male"
"479",502,191208,6,"Female"
"480",503,590724,73,"Male"
"481",504,790801,36,"Male"
"482",505,771221,13,"Female"
"483",506,460816,75,"Male"
"484",507,541116,75,"Male"
"485",508,710428,53,"Male"
"486",509,800502,73,"Male"
"487",510,760415,12,"Male"
"488",511,590218,9,"Male"
"489",512,655803,60,"Female"
"490",513,745111,8,"Female"
"491",514,681115,8,"Male"
"492",515,320526,1,"Male"
"493",516,305427,1,"Female"
"494",517,650725,63,"Male"
"495",518,795428,54,"Female"
"496",519,800413,18,"Male"
"497",520,475927,46,"Female"
"498",521,751225,69,"Female"
"499",522,565304,1,"Female"
"500",523,221217,38,"Female"
"501",524,635102,30,"Female"
"502",525,690814,30,"Male"
"503",526,640201,43,"Male"
"504",527,665818,43,"Female"
"505",528,770211,37,"Male"
"506",529,781105,69,"Male"
"507",530,575927,29,"Female"
"508",531,761004,27,"Male"
"509",532,805903,27,"Female"
"510",533,415519,54,"Female"
"511",534,570722,74,"Male"
"512",535,370909,26,"Male"
"513",536,390825,47,"Male"
"514",537,350116,1,"Male"
"515",538,485510,5,"Female"
"516",540,210728,19,"Male"
"517",541,275309,19,"Female"
"518",542,215209,59,"Female"
"519",543,585415,11,"Female"
"520",544,481116,63,"Male"
"521",545,736011,75,"Female"
"522",546,530825,7,"Male"
"523",547,490331,54,"Male"
"524",548,371204,49,"Female"
"525",550,611130,7,"Male"
"526",551,765705,47,"Female"
"527",552,345508,1,"Female"
"528",553,410407,1,"Male"
"529",554,255419,30,"Female"
"530",555,261021,30,"Male"
"531",556,460708,29,"Male"
"532",557,390717,51,"Male"
"533",558,205705,43,"Female"
"534",559,725905,32,"Female"
"535",560,676216,71,"Female"
"536",561,626110,74,"Female"
"537",562,755922,49,"Female"
"538",563,615909,72,"Female"
"539",564,550124,72,"Male"
"540",565,595703,64,"Female"
"541",566,465305,47,"Female"
"542",567,500502,47,"Male"
"543",568,605719,8,"Female"
"544",569,620615,73,"Male"
"545",570,415131,61,"Female"
"546",571,240927,3,"Male"
"547",572,205804,3,"Female"
"548",573,670810,69,"Male"
"549",574,721225,1,"Female"
"550",575,700404,58,"Male"
"551",576,745512,58,"Female"
"552",577,636205,1,"Female"
"553",578,775707,23,"Female"
"554",579,335531,72,"Female"
"555",581,495204,70,"Female"
"556",582,500926,1,"Male"
"557",583,655101,75,"Female"
"558",584,765513,33,"Female"
"559",585,425221,40,"Female"
"560",586,471103,40,"Male"
"561",587,455708,25,"Female"
"562",588,606020,61,"Female"
"563",589,610917,45,"Male"
"564",590,490215,44,"Male"
"565",591,746029,65,"Female"
"566",592,650718,26,"Male"
"567",593,545710,60,"Female"
"568",596,481024,69,"Male"
"569",597,430222,55,"Male"
"570",598,701231,1,"Female"
"571",599,775518,1,"Female"
"572",601,660312,56,"Male"
"573",602,655116,56,"Female"
"574",603,665309,13,"Female"
"575",604,655731,1,"Female"
"576",605,705827,1,"Female"
"577",606,495125,10,"Female"
"578",607,640330,64,"Male"
"579",608,720831,67,"Male"
"580",609,620902,52,"Male"
"581",610,795810,74,"Female"
"582",611,521013,36,"Male"
"583",612,606110,36,"Female"
"584",613,775810,1,"Female"
"585",614,475203,14,"Female"
"586",615,495913,68,"Female"
"587",616,750101,58,"Male"
"588",617,740314,70,"Male"
"589",618,325316,57,"Female"
"590",619,200907,6,"Male"
"591",620,185213,6,"Female"
"592",621,390317,54,"Male"
"593",622,316123,74,"Female"
"594",623,250904,24,"Male"
"595",624,325726,24,"Female"
"596",625,786124,60,"Female"
"597",626,800413,9,"Male"
"598",627,720411,17,"Male"
"599",628,705527,17,"Female"
"600",629,760310,16,"Male"
"601",630,520303,61,"Male"
"602",631,565322,70,"Female"
"603",632,460316,67,"Male"
"604",633,385612,67,"Female"
"605",635,275629,17,"Female"
"606",636,350217,17,"Male"
"607",637,706215,39,"Female"
"608",638,615203,54,"Female"
"609",639,780802,31,"Male"
"610",640,790415,26,"Male"
"611",641,625704,40,"Female"
"612",642,631025,40,"Male"
"613",643,495613,1,"Female"
"614",644,615423,35,"Female"
"615",645,251221,14,"Female"
"616",646,225929,34,"Female"
"617",647,290406,34,"Male"
"618",648,355928,70,"Female"
"619",649,785502,13,"Female"
"620",651,765127,54,"Female"
"621",652,381208,61,"Female"
"622",653,306121,1,"Female"
"623",654,425517,64,"Female"
"624",655,421210,32,"Female"
"625",656,560606,1,"Male"
"626",657,265710,8,"Female"
"627",658,261221,8,"Female"
"628",659,651207,24,"Female"
"629",660,230322,16,"Male"
"630",661,195115,16,"Female"
"631",662,450807,5,"Male"
"632",663,230120,24,"Male"
"633",664,805319,77,"Female"
"634",665,325405,62,"Female"
"635",666,820523,26,"Male"
"636",667,815720,26,"Female"
"637",668,426225,1,"Female"
"638",669,566219,12,"Female"
"639",670,590121,1,"Male"
"640",671,715227,10,"Female"
"641",672,296109,46,"Female"
"642",673,391029,36,"Male"
"643",674,275111,11,"Female"
"644",675,751112,50,"Male"
"645",676,530207,70,"Male"
"646",677,630524,5,"Male"
"647",678,335528,39,"Female"
"648",679,400319,8,"Male"
"649",680,405509,8,"Female"
"650",681,770115,15,"Male"
"651",682,791021,18,"Male"
"652",683,455829,76,"Female"
"653",684,765410,3,"Female"
"654",685,306213,72,"Female"
"655",686,716003,32,"Female"
"656",687,750128,32,"Male"
"657",688,540504,1,"Male"
"658",689,640802,70,"Male"
"659",690,421107,38,"Male"
"660",691,445113,38,"Female"
"661",692,365111,74,"Female"
"662",693,350317,74,"Male"
"663",694,360228,29,"Male"
"664",695,550627,28,"Male"
"665",696,526201,28,"Female"
"666",697,740501,1,"Male"
"667",698,540227,75,"Male"
"668",699,225422,26,"Female"
"669",700,291120,12,"Male"
"670",702,686107,31,"Female"
"671",703,590426,4,"Male"
"672",704,750501,54,"Male"
"673",705,381210,19,"Female"
"674",706,480805,1,"Male"
"675",707,411214,1,"Female"
"676",708,776127,50,"Female"
"677",709,341229,1,"Female"
"678",710,251128,23,"Male"
"679",711,635816,48,"Female"
"680",712,621204,54,"Female"
"681",713,805329,20,"Female"
"682",714,701008,31,"Male"
"683",715,525115,1,"Female"
"684",716,546204,1,"Female"
"685",717,680502,54,"Male"
"686",718,605228,54,"Female"
"687",719,740809,46,"Male"
"688",720,540906,29,"Male"
"689",721,400215,43,"Male"
"690",722,706125,62,"Female"
"691",723,575726,12,"Female"
"692",724,535202,65,"Female"
"693",725,561211,75,"Female"
"694",726,350213,16,"Male"
"695",727,305720,32,"Female"
"696",728,320120,32,"Male"
"697",729,695317,63,"Female"
"698",730,730814,63,"Male"
"699",731,795122,74,"Female"
"700",732,780705,74,"Male"
"701",733,780728,46,"Male"
"702",734,855114,46,"Female"
"703",735,731126,1,"Male"
"704",736,775426,1,"Female"
"705",737,521104,74,"Male"
"706",738,200326,25,"Male"
"707",739,420416,72,"Male"
"708",740,231107,55,"Male"
"709",741,410709,74,"Male"
"710",742,516015,1,"Female"
"711",743,410217,1,"Male"
"712",744,400718,26,"Male"
"713",745,665214,52,"Female"
"714",746,620416,52,"Male"
"715",747,535820,24,"Female"
"716",748,361015,25,"Male"
"717",749,335729,25,"Female"
"718",750,565929,70,"Female"
"719",751,590309,70,"Male"
"720",752,441220,72,"Female"
"721",753,405924,72,"Female"
"722",754,475604,63,"Female"
"723",755,471121,72,"Male"
"724",756,200513,31,"Male"
"725",757,706220,71,"Female"
"726",758,615726,68,"Female"
"727",759,550520,29,"Male"
"728",760,365825,57,"Female"
"729",762,370420,21,"Male"
"730",763,275824,75,"Female"
"731",764,556013,49,"Female"
"732",765,691231,65,"Female"
"733",766,265703,1,"Female"
"734",767,230616,1,"Male"
"735",768,315923,32,"Female"
"736",769,771215,40,"Female"
"737",772,441210,64,"Female"
"738",773,351030,4,"Male"
"739",774,730303,70,"Male"
"740",775,406130,51,"Female"
"741",776,535503,1,"Female"
"742",777,610520,1,"Male"
"743",778,400604,13,"Male"
"744",779,445612,69,"Female"
"745",780,240226,3,"Male"
"746",781,450920,72,"Male"
"747",782,635318,5,"Female"
"748",783,715325,27,"Female"
"749",784,641228,27,"Female"
"750",785,340909,63,"Male"
"751",786,780906,53,"Male"
"752",787,471208,3,"Female"
"753",788,740903,47,"Male"
"754",789,310921,4,"Male"
"755",790,675509,63,"Female"
"756",791,505929,68,"Female"
"757",793,780204,21,"Male"
"758",794,795716,21,"Female"
"759",796,190830,1,"Male"
"760",797,480127,8,"Male"
"761",798,405212,27,"Female"
"762",799,360219,27,"Male"
"763",803,510215,35,"Male"
"764",804,565123,35,"Female"
"765",806,800422,60,"Male"
"766",807,696021,53,"Female"
"767",808,631128,31,"Male"
"768",809,191015,49,"Male"
"769",810,455924,58,"Female"
"770",811,400528,58,"Male"
"771",812,401206,39,"Female"
"772",813,640129,70,"Male"
"773",814,591001,19,"Male"
"774",815,646027,22,"Female"
"775",816,585201,17,"Female"
"776",818,660427,54,"Male"
"777",819,580708,74,"Male"
"778",820,606106,74,"Female"
"779",821,480512,49,"Male"
"780",822,595508,37,"Female"
"781",823,561024,41,"Male"
"782",824,520905,27,"Male"
"783",825,770402,74,"Male"
"784",826,780123,1,"Male"
"785",827,655904,10,"Female"
"786",828,581210,10,"Female"
"787",829,570519,24,"Male"
"788",830,480827,69,"Male"
"789",831,480502,2,"Male"
"790",832,236223,67,"Female"
"791",833,600611,5,"Male"
"792",834,221217,54,"Female"
"793",835,436020,28,"Female"
"794",836,480614,28,"Male"
"795",837,741014,71,"Male"
"796",838,685204,71,"Female"
"797",839,555518,47,"Female"
"798",840,370426,20,"Male"
"799",841,810210,69,"Male"
"800",842,335703,12,"Female"
"801",843,575903,54,"Female"
"802",844,450114,22,"Male"
"803",845,535130,22,"Female"
"804",846,491201,35,"Female"
"805",847,791225,49,"Female"
"806",849,395606,26,"Female"
"807",850,690921,19,"Male"
"808",851,190616,25,"Male"
"809",852,165604,25,"Female"
"810",853,490602,70,"Male"
"811",854,416102,72,"Female"
"812",855,300128,58,"Male"
"813",856,190122,23,"Male"
"814",857,480221,32,"Male"
"815",858,595329,47,"Female"
"816",859,685729,1,"Female"
"817",860,671208,1,"Female"
"818",861,565913,1,"Female"
"819",862,520105,30,"Male"
"820",863,686129,54,"Female"
"821",864,530327,11,"Male"
"822",865,466103,11,"Female"
"823",866,756124,38,"Female"
"824",870,570506,70,"Male"
"825",871,740311,76,"Male"
"826",872,630222,35,"Male"
"827",873,440105,60,"Male"
"828",874,525905,14,"Female"
"829",875,561207,14,"Female"
"830",876,601125,1,"Male"
"831",877,275121,5,"Female"
"832",878,200417,5,"Male"
"833",879,436208,38,"Female"
"834",880,600217,49,"Male"
"835",881,755222,5,"Female"
"836",882,335909,70,"Female"
"837",883,205106,75,"Female"
"838",884,181014,75,"Male"
"839",885,230208,34,"Male"
"840",886,480202,34,"Male"
"841",887,736128,66,"Female"
"842",888,731026,28,"Male"
"843",889,816024,54,"Female"
"844",890,190330,77,"Male"
"845",891,310131,33,"Male"
"846",892,225524,42,"Female"
"847",893,356023,43,"Female"
"848",894,340818,75,"Male"
"849",895,700703,39,"Male"
"850",896,735424,36,"Female"
"851",897,810325,36,"Male"
"852",898,435427,38,"Female"
"853",899,440213,38,"Male"
"854",900,770410,73,"Male"
"855",901,191221,39,"Female"
"856",902,500815,23,"Male"
"857",903,340306,31,"Male"
"858",904,320208,1,"Male"
"859",905,401023,38,"Male"
"860",906,780616,65,"Male"
"861",907,480311,51,"Male"
"862",908,615307,51,"Female"
"863",909,750907,23,"Male"
"864",910,610927,1,"Male"
"865",911,391128,43,"Male"
"866",912,201029,76,"Male"
"867",913,381118,1,"Male"
"868",914,215119,1,"Female"
"869",915,750503,12,"Male"
"870",916,580629,3,"Male"
"871",917,735916,25,"Female"
"872",918,641223,26,"Female"
"873",921,545213,7,"Female"
"874",922,725816,22,"Female"
"875",923,780822,22,"Male"
"876",924,530712,1,"Male"
"877",925,590813,54,"Male"
"878",926,810122,1,"Male"
"879",927,741026,1,"Male"
"880",928,516010,66,"Female"
"881",929,350423,30,"Male"
"882",930,595825,68,"Female"
"883",931,680607,16,"Male"
"884",932,470927,3,"Male"
"885",933,785311,33,"Female"
"886",934,820819,33,"Male"
"887",935,465517,42,"Female"
"888",936,430730,42,"Male"
"889",937,311114,1,"Male"
"890",938,445807,59,"Female"
"891",939,520803,21,"Male"
"892",940,600811,53,"Male"
"893",941,351005,10,"Male"
"894",942,315902,12,"Female"
"895",943,360926,12,"Male"
"896",944,701218,39,"Female"
"897",945,775110,39,"Female"
"898",946,510806,54,"Male"
"899",948,240422,49,"Male"
"900",949,760727,3,"Male"
"901",950,655412,76,"Female"
"902",951,600917,76,"Male"
"903",952,515501,63,"Female"
"904",953,371017,25,"Male"
"905",954,426020,1,"Female"
"906",955,700128,57,"Male"
"907",956,661021,1,"Male"
"908",957,416223,56,"Female"
"909",958,420504,56,"Male"
"910",959,625912,11,"Female"
"911",960,575413,16,"Female"
"912",961,316004,15,"Female"
"913",962,660219,19,"Male"
"914",963,666217,64,"Female"
"915",964,536021,10,"Female"
"916",965,726201,13,"Female"
"917",966,780902,13,"Male"
"918",967,790620,76,"Male"
"919",968,570217,69,"Male"
"920",970,570329,36,"Male"
"921",971,195101,46,"Female"
"922",972,170506,46,"Male"
"923",973,706006,14,"Female"
"924",974,630624,14,"Male"
"925",975,595712,1,"Female"
"926",976,556119,16,"Female"
"927",977,265510,76,"Female"
"928",978,685609,56,"Female"
"929",979,661118,56,"Male"
"930",980,610930,40,"Male"
