"loan_id","loan_date","amount","duration","payments","frequency","trans_count","credit_count","credit_ratio","withdrawal_count","withdrawal_ratio","smallest_transaction","biggest_transaction","daily_transactions_net","balance_min","balance_max","current_balance","times_negative_balance","credit_cash_ratio","collection_bank_ratio","interest_ratio","withdrawal_cash_ratio","remittance_bank_ratio","withdrawal_card_ratio","sanctions_rate","has_card","is_gold","gender","birthday","client_age","population","urban_ratio","average_salary","entrepreneur_rate","unemployment_rate_avg","crimes_rate_per_thousand","unemployment_growing","crimes_growing","can_afford_loan","can_pay_until","acc_age_when_loan","status"
6938,1997-03-10,341280,60,5688,"monthly issuance",77,28,0.363636363636364,49,0.636363636363636,8.5,-56700,6.97837092987649,700,110020.6,68367.1,0,0.012987012987013,0.181818181818182,0.168831168831169,0.597402597402597,0,0.038961038961039,0,1,0,"M",1949-04-14,49,81344,55.3,8899,149,5.375,0.0660773996852872,1,0,1,12.0195323488045,406,NA
6875,1997-03-13,83280,48,1735,"monthly issuance",139,63,0.453237410071942,76,0.546762589928058,-14.6,23547,4.09806309904153,700,69424.9,41045.9,0,0.165467625899281,0,0.287769784172662,0.546762589928058,0,0,0,0,0,"F",1941-11-04,57,114006,62.3,9065,123,7.155,0.0627598547444871,1,1,1,23.6575792507205,628,NA
5953,1997-03-14,97176,24,4049,"monthly issuance",16,10,0.625,6,0.375,19.6,68788,9.65366442671147,400,106189.2,91941.4,0,0.0625,0.3125,0.25,0.375,0,0,0,0,0,"F",1955-03-02,43,112065,69.4,11277,127,1.97,0.0175790835675724,1,0,1,22.7071869597431,137,NA
5942,1997-03-15,162624,48,3388,"monthly issuance",134,43,0.32089552238806,91,0.67910447761194,-14.6,30492,3.95300371076121,16399.9,73289.5,39415.4,0,0.0298507462686567,0.149253731343284,0.141791044776119,0.447761194029851,0.23134328358209,0,0,0,0,"F",1957-11-04,41,285387,89.9,10177,81,10.505,0.0368096654717979,1,1,1,11.6338252656434,585,NA
5382,1997-03-17,22932,36,637,"monthly issuance",41,17,0.414634146341463,24,0.585365853658537,-14.6,18980,4.797553866972,300,56308.4,49849.1,0,0.24390243902439,0,0.170731707317073,0.390243902439024,0.195121951219512,0,0,0,0,"F",1953-11-19,44,139012,61.9,8363,108,4.265,0.0306808045348603,1,1,1,78.256043956044,223,NA
6377,1997-03-17,17184,12,1432,"monthly issuance",70,25,0.357142857142857,45,0.642857142857143,-14.6,17689.5,4.20603466061481,400,44504.8,40773.2,0,0.214285714285714,0,0.142857142857143,0.385714285714286,0.257142857142857,0,0,0,0,"F",1944-05-31,54,1204953,100,12541,167,0.505,0.000419103483704344,1,1,1,28.472905027933,310,NA
5931,1997-03-17,66696,24,2779,"monthly issuance",43,21,0.488372093023256,22,0.511627906976744,-14.6,-56600,1.30437493505144,1100,115744.9,12551.9,0,0.325581395348837,0,0.162790697674419,0.511627906976744,0,0,0,0,0,"F",1966-12-22,31,75232,41.7,8980,111,3.055,0.0406077201190983,1,0,1,4.51669665347247,239,NA
5992,1997-03-18,76080,12,6340,"monthly issuance",81,25,0.308641975308642,56,0.691358024691358,-14.6,57063,7.27123231494771,300,103809.7,70923.6,0,0.0246913580246914,0.148148148148148,0.135802469135802,0.481481481481481,0.197530864197531,0.0123456790123457,0,1,0,"F",1979-04-06,19,95616,51.4,9307,118,6.065,0.0634308065595716,1,1,1,11.1866876971609,371,NA
5790,1997-03-20,84288,48,1756,"monthly issuance",12,9,0.75,3,0.25,36.1,18368,3.9340665123132,1000,48781.6,37381.6,0,0.5,0,0.25,0.25,0,0,0,0,0,"F",1977-11-01,21,161954,48,8720,116,5.98,0.0369240648579226,1,0,1,21.2879271070615,121,NA
6753,1997-03-20,67980,12,5665,"monthly issuance",14,11,0.785714285714286,3,0.214285714285714,32.4,26454,5.86440677966102,400,55705.9,55705.9,0,0.357142857142857,0,0.428571428571429,0.214285714285714,0,0,0,0,0,"F",1946-03-31,52,125832,48.3,8512,102,5.57,0.0442653696992816,1,0,1,9.83334510150044,118,NA
6562,1997-03-21,94488,24,3937,"monthly issuance",66,26,0.393939393939394,40,0.606060606060606,-14.6,-49400,7.34531850774187,800,105964.6,70683.9,0,0.272727272727273,0,0.121212121212121,0.424242424242424,0.181818181818182,0,0,0,0,"M",1958-08-21,40,1204953,100,12541,167,0.505,0.000419103483704344,1,1,1,17.953746507493,243,NA
7046,1997-03-28,91632,12,7636,"monthly issuance",70,34,0.485714285714286,36,0.514285714285714,7.3,-9100,1.53316902854796,300,29167.6,14930.1,0,0.328571428571429,0,0.157142857142857,0.3,0.214285714285714,0,0,0,0,"M",1943-07-05,55,74062,61.4,8114,119,3.69,0.0498231211687505,1,1,1,1.95522524882137,365,NA
5868,1997-03-29,90156,12,7513,"monthly issuance",65,26,0.4,39,0.6,-14.6,67614,8.00817016914403,700,130981.4,78119.7,0,0.0153846153846154,0.2,0.184615384615385,0.6,0,0,0,0,0,"F",1946-10-07,52,42821,48.4,8173,124,6.62434210526316,0.154698444811265,1,0,1,10.3979369093571,383,NA
5784,1997-03-29,84600,36,2350,"monthly issuance",32,14,0.4375,18,0.5625,-14.6,46979,1.76942468619247,900,105258.8,16915.7,0,0.28125,0,0.15625,0.5625,0,0,0,0,0,"M",1938-08-16,60,387570,100,9897,140,2.58,0.00665686198622184,1,0,1,7.19817021276596,188,NA
5878,1997-04-01,74040,12,6170,"monthly issuance",190,44,0.231578947368421,146,0.768421052631579,-14.6,36486,3.52926536731634,600,73209,35310.2,0,0.121052631578947,0,0.110526315789474,0.410526315789474,0.357894736842105,0,0,0,0,"F",1956-03-13,42,182027,56.4,8746,90,5.2,0.028567190581617,1,1,1,5.72288492706645,636,NA
5110,1997-04-01,102240,60,1704,"monthly issuance",126,53,0.420634920634921,73,0.579365079365079,-14.6,-14400,3.48520449077787,900,43627.3,34768.4,0,0.261904761904762,0,0.158730158730159,0.46031746031746,0.119047619047619,0,0,0,0,"F",1945-09-24,53,109164,63.6,8757,96,5.355,0.0490546333956249,1,1,1,20.4039906103286,607,NA
5210,1997-04-01,148140,36,4115,"weekly issuance",118,42,0.355932203389831,76,0.644067796610169,25.8,37032,2.62643229166667,1000,78468.6,26252.2,0,0.0169491525423729,0.169491525423729,0.169491525423729,0.644067796610169,0,0,0,0,0,"F",1962-03-06,36,53921,41.3,8598,123,4.4,0.0816008605181655,1,1,1,6.3796354799514,615,NA
7230,1997-04-02,18720,60,312,"monthly issuance",42,18,0.428571428571429,24,0.571428571428571,11.6,19137,4.60823712948518,300,58660.4,44322.7,0,0.238095238095238,0,0.19047619047619,0.571428571428571,0,0,0,0,0,"M",1960-10-31,38,88757,61.7,8554,113,3.81,0.0429261917369898,1,1,1,142.059935897436,247,NA
5005,1997-04-10,27456,12,2288,"weekly issuance",75,27,0.36,48,0.64,-30,-61900,3.77887720029164,800,111282.3,36280.9,0,0.253333333333333,0,0.106666666666667,0.44,0.2,0,0,0,0,"M",1967-09-24,31,161227,69.7,8678,102,8.715,0.0540542216874345,0,0,1,15.8570367132867,241,NA
6871,1997-04-13,164256,48,3422,"monthly issuance",98,47,0.479591836734694,51,0.520408163265306,1.4,49398,2.38384732824427,600,116637.5,23421.1,0,0.183673469387755,0,0.295918367346939,0.520408163265306,0,0,0,0,0,"M",1972-08-20,26,75637,36.5,9622,154,0.745,0.00984967674550815,1,1,1,6.84427235534775,468,NA
5363,1997-04-22,293880,60,4898,"weekly issuance",90,39,0.433333333333333,51,0.566666666666667,7,47725,-0.0207409656847859,-2804.8,132818.3,-204.8,6,0.277777777777778,0,0.155555555555556,0.566666666666667,0,0,0.000101224820325944,0,0,"F",1975-01-28,23,197099,74.7,9624,145,2.755,0.0139777472234765,1,0,1,-0.0418129848917926,531,NA
7253,1997-04-26,98304,12,8192,"monthly issuance",113,41,0.36283185840708,72,0.63716814159292,-14.6,73724,4.48980459653741,300,125191.7,44345.5,0,0.0530973451327434,0.15929203539823,0.150442477876106,0.63716814159292,0,0,0,0,0,"M",1970-07-26,28,93931,56.9,8427,107,1.89,0.0201211527610693,1,1,1,5.41326904296875,533,NA
6055,1997-04-28,399120,60,6652,"monthly issuance",60,28,0.466666666666667,32,0.533333333333333,-14.6,36305,1.89762050653595,300,85656.2,18581.6,0,0.283333333333333,0,0.183333333333333,0.533333333333333,0,0,0,0,0,"F",1942-08-20,56,138032,64.6,8819,99,8.21,0.059478961400255,1,1,1,2.79338544798557,450,NA
5072,1997-04-28,196800,24,8200,"monthly issuance",23,12,0.521739130434783,11,0.478260869565217,-14.6,73802,4.00023058379625,300,113888,38166.1,0,0.0434782608695652,0.260869565217391,0.217391304347826,0.478260869565217,0,0,0,0,0,"F",1960-07-19,38,112065,69.4,11277,127,1.97,0.0175790835675724,1,0,1,4.65440243902439,199,NA
6913,1997-04-29,99936,24,4164,"monthly issuance",152,65,0.427631578947368,87,0.572368421052632,-14.6,49312,9.18120028194542,400,111406.5,91178.5,0,0.197368421052632,0,0.230263157894737,0.381578947368421,0.190789473684211,0,0,0,0,"F",1966-01-22,32,1204953,100,12541,167,0.505,0.000419103483704344,1,1,1,21.8968539865514,590,NA
6386,1997-04-30,124344,36,3454,"monthly issuance",148,46,0.310810810810811,102,0.689189189189189,-14.6,-63000,6.67172690763052,321,103753.3,66449.9,0,0.175675675675676,0,0.135135135135135,0.344594594594595,0.344594594594595,0,0,0,0,"F",1979-06-08,19,161854,76.3,9425,125,2.97,0.0183498708712791,1,0,1,19.2385350318471,620,NA
5634,1997-05-01,39024,12,3252,"monthly issuance",136,47,0.345588235294118,89,0.654411764705882,-14.6,-58400,3.5892187658324,300,134678.1,35436.7,0,0.220588235294118,0,0.125,0.433823529411765,0.220588235294118,0,0,0,0,"M",1936-12-23,61,197099,74.7,9624,145,2.755,0.0139777472234765,1,0,1,10.8968942189422,530,NA
5758,1997-05-02,307200,60,5120,"monthly issuance",68,28,0.411764705882353,40,0.588235294117647,3.7,-61400,1.03415362438221,200,142668.1,10043.6,0,0.235294117647059,0,0.176470588235294,0.588235294117647,0,0,0,0,0,"M",1962-02-26,36,107911,50.9,8240,99,4.31,0.0399403211906108,1,1,1,1.961640625,374,NA
6819,1997-05-03,50112,24,2088,"monthly issuance",16,14,0.875,2,0.125,9.3,46534,7.26489147697194,900,102693.8,68616.8,0,0.4375,0,0.4375,0.125,0,0,0,0,0,"M",1948-01-29,50,162580,72.8,9538,111,2.415,0.0148542256120064,1,0,1,32.8624521072797,108,NA
7088,1997-05-03,239160,60,3986,"monthly issuance",106,30,0.283018867924528,76,0.716981132075472,-14.6,35871,2.92724575404133,500,77714.9,28610.8,0,0.0188679245283019,0.132075471698113,0.132075471698113,0.358490566037736,0.358490566037736,0,0,0,0,"M",1947-01-30,51,67298,43.8,8561,110,1.295,0.0192427709590181,1,1,1,7.17782237832413,437,NA
5039,1997-05-03,66840,24,2785,"issuance after transaction",94,34,0.361702127659574,60,0.638297872340426,21.5,-59900,2.31372448979592,700,109016.3,22674.3,0,0.0425531914893617,0.159574468085106,0.159574468085106,0.521276595744681,0.117021276595745,0,0,0,0,"F",1939-05-17,59,58796,51.9,9045,124,4.93,0.0838492414449963,1,1,1,8.14157989228007,463,NA
5532,1997-05-04,335280,48,6985,"weekly issuance",97,31,0.319587628865979,66,0.680412371134021,23.1,62868,3.046,500,123335.2,29880.9,0,0.0103092783505155,0.154639175257732,0.154639175257732,0.474226804123711,0.206185567010309,0,0,0,0,"F",1952-12-26,45,161954,48,8720,116,5.98,0.0369240648579226,1,0,1,4.2778668575519,464,NA
6037,1997-05-04,53232,48,1109,"monthly issuance",150,50,0.333333333333333,100,0.666666666666667,-14.6,-15360,3.57055343894125,1100,49865.1,35612.5,0,0.193333333333333,0,0.14,0.446666666666667,0.22,0,0,0,0,"M",1964-05-17,34,226122,62.6,8994,110,6.195,0.0273967150476292,1,0,1,32.1122633002705,638,NA
6322,1997-05-06,76992,24,3208,"monthly issuance",35,18,0.514285714285714,17,0.485714285714286,-14.6,44561,5.53983954396706,900,112175.5,52478.9,0,0.371428571428571,0,0.142857142857143,0.485714285714286,0,0,0,0,0,"M",1965-10-17,33,323870,100,10673,100,7.47,0.0230648099546114,1,0,1,16.3587593516209,139,NA
6887,1997-05-08,39576,12,3298,"monthly issuance",75,35,0.466666666666667,40,0.533333333333333,-14.6,29685,2.34114788004136,700,64870.4,29753.3,0,0.0266666666666667,0.146666666666667,0.293333333333333,0.373333333333333,0.16,0,0,0,0,"F",1964-07-29,34,228848,57.2,9893,96,6.45,0.0281846465776411,1,1,1,9.02161916312917,338,NA
6660,1997-05-09,220428,36,6123,"monthly issuance",20,11,0.55,9,0.45,-14.6,69012,5.10566494682531,600,105524.2,48503.1,0,0.05,0.25,0.25,0.4,0.05,0,0,0,0,"M",1962-06-07,36,106054,63.1,8110,109,9.045,0.0852867407169932,1,0,1,7.92146006859383,166,NA
5451,1997-05-11,159744,48,3328,"monthly issuance",28,15,0.535714285714286,13,0.464285714285714,-14.6,42869,5.57794775731085,600,105953.6,53598.4,0,0.357142857142857,0,0.178571428571429,0.357142857142857,0.107142857142857,0,0,0,0,"F",1973-04-10,25,70699,65.3,8968,131,4.505,0.0637208447078459,1,1,1,16.1052884615385,280,NA
6014,1997-05-18,165168,36,4588,"monthly issuance",97,30,0.309278350515464,67,0.690721649484536,-14.6,41296,2.62288664008995,300,87236,25659.5,0,0.0103092783505155,0.154639175257732,0.144329896907216,0.463917525773196,0.22680412371134,0,0,0,0,"F",1958-07-03,40,1204953,100,12541,167,0.505,0.000419103483704344,1,1,1,5.59274193548387,461,NA
5556,1997-05-19,268320,60,4472,"monthly issuance",52,21,0.403846153846154,31,0.596153846153846,-14.6,18224,1.32104823553978,200,49189.6,12652.9,0,0.25,0,0.153846153846154,0.403846153846154,0.192307692307692,0,0,0,0,"F",1952-09-29,46,1204953,100,12541,167,0.505,0.000419103483704344,1,1,1,2.82936046511628,257,NA
6346,1997-05-22,100260,60,1671,"monthly issuance",62,33,0.532258064516129,29,0.467741935483871,-14.6,-49000,7.77983403319336,1000,106481.5,77813.6,0,0.274193548387097,0,0.258064516129032,0.467741935483871,0,0,0,0,0,"M",1967-07-19,31,1204953,100,12541,167,0.505,0.000419103483704344,1,1,1,46.5670855774985,684,NA
5850,1997-05-22,164196,36,4561,"issuance after transaction",49,28,0.571428571428571,21,0.428571428571429,2.6,-63500,8.47425186395669,500,119068,82971.3,0,0.428571428571429,0,0.142857142857143,0.36734693877551,0.0612244897959184,0,0,0,0,"F",1956-09-23,42,197099,74.7,9624,145,2.755,0.0139777472234765,1,0,1,18.1914711686034,473,NA
5940,1997-05-28,106944,24,4456,"monthly issuance",18,10,0.555555555555556,8,0.444444444444444,95.5,31480,5.71487786824574,800,83932.6,54045.6,0,0.0555555555555556,0.277777777777778,0.222222222222222,0.333333333333333,0.111111111111111,0,0,0,0,"F",1953-03-22,45,86513,50.5,8288,110,6.05,0.0699316865673367,1,0,1,12.1287253141831,145,NA
7119,1997-06-02,86880,12,7240,"monthly issuance",58,23,0.396551724137931,35,0.603448275862069,-14.6,65160,3.58181912358852,500,106368.8,34575.3,0,0.0172413793103448,0.189655172413793,0.189655172413793,0.603448275862069,0,0,0,1,0,"F",1940-05-25,58,103347,67,9104,123,2.545,0.024625775300686,1,1,1,4.77559392265193,346,NA
5253,1997-06-03,100080,48,2085,"monthly issuance",10,8,0.8,2,0.2,22.3,12508,3.18234668933999,300,38628.6,29942.7,0,0.2,0.3,0.3,0.2,0,0,0,0,0,"F",1965-08-18,33,114200,43.7,8403,105,8.6,0.0753064798598949,0,1,1,14.3610071942446,103,NA
6851,1997-06-03,272220,60,4537,"monthly issuance",63,31,0.492063492063492,32,0.507936507936508,-0.4,44581,0.164180344899231,-625.1,93792.7,1580.3,1,0.19047619047619,0,0.301587301587302,0.317460317460317,0.19047619047619,0,0.000207770621234157,0,0,"F",1946-09-23,52,170449,100,10787,131,4.185,0.0245527987843871,1,1,1,0.348313863786643,320,NA
6695,1997-06-04,309660,60,5161,"monthly issuance",17,13,0.764705882352941,4,0.235294117647059,43.1,30967,4.74613918017159,1100,70963.2,44736.8,0,0.0588235294117647,0.235294117647059,0.470588235294118,0.235294117647059,0,0,0,0,0,"F",1958-09-27,40,121947,70.5,8541,131,3.995,0.0327601335006191,1,1,1,8.66824258864561,136,NA
6908,1997-06-08,188616,24,7859,"monthly issuance",63,40,0.634920634920635,23,0.365079365079365,3.4,49720,5.78836503439903,900,125455,57226.7,0,0.285714285714286,0,0.349206349206349,0.317460317460317,0.0476190476190476,0,0,0,0,"M",1938-11-09,59,108871,62.1,8444,106,4.975,0.045696282756657,1,0,1,7.28167705814989,583,NA
